gene	mean_diff	cv_FXS_zscore	cv_NL_zscore
ACAD11	5.07575833333334	-1.0058578906178932	-0.966003728601807
ACAD8	0.5114108333333327	2.0186170347706893	0.47878476140835036
ACAD9	-1.047065833333333	0.5312334593810156	-0.3230988922474525
ACADL	-4.954908333333336	-0.3255396199116277	-1.2294506256857558
ACADM	13.73436666666667	-0.22331879911392777	-0.8575951196420761
ACADS	-1.8253166666666658	-0.404189554237318	-0.775699066747729
ACADSB	2.7807749999999984	-0.031348725487080446	-0.9577671501458586
ACADVL	2.3700300000000016	1.0492356488926937	1.201386119628347
ACAN	-4.1123266666666645	0.9911252731254414	-0.6023179274056618
ACAP1	3.5738833333333346	0.1385658191595262	-0.8384883209063553
ACAP2	2.5978166666666667	0.5402846846182549	0.008813081034372595
ACAP3	-3.336235000000002	3.078753578727722	0.11420020632593603
ACAT1	-2.51209166666667	-0.5307720132049026	-0.9187032857180858
ACAT2	-2.769091666666668	0.3611245149532518	-1.1087821178522193
ACBD3	1.404200000000003	-0.9367521352548408	-0.32817388905612305
ACBD4	-14.117333333333335	-0.3588433851645029	-1.5101808473990124
ACBD5	4.212275000000002	-0.06481679481633823	-0.8744113925018276
ACBD6	10.382525000000001	0.17436416628993598	-0.4210444519762168
ACBD7	-3.2263499999999823	-0.9849173580214025	-1.3052066061755627
ACCS	-6.565525000000008	-0.9940842401326333	-0.3983802783987767
ACCSL	-2.3367833333333294	0.18624677103574702	-1.1659824694005811
ACD	-1.7645424999999992	0.4148147637016604	-0.46180471203561296
ACE	2.326128333333335	1.0089781838969807	-1.3390138446291608
ACE2	2.716690833333333	0.6612807540318002	0.19698902390579842
ACER1	-124.46916666666664	0.4782525304799519	0.2890727261129319
ACER2	-10.205649999999999	-1.1190503036090746	-0.10847112035575301
ACER3	-3.0548058333333294	0.5076267178724999	-0.8764796795176214
ACHE	-6.378291666666666	1.1047154743202894	0.3995587827629298
ACIN1	-4.023516666666669	1.0544536924143482	0.660657478377731
ACKR1	-2.3799166666666665	-0.42363936944111097	0.6711567767716043
ACKR2	-0.2667858333333335	0.7983798799153865	-0.9800399408030456
ACKR3	-9.434675000000002	0.04539049848476499	-0.7130603845361504
ACKR4	-5.621758333333332	-0.5057452135417094	0.04593468369246018
ACLY	-22.177650000000007	0.09841017146170315	-1.0647450000327143
ACMSD	-7.065316666666668	-0.9187752248034803	-0.33183734638444773
ACO1	3.953849999999999	-0.9946806441548385	0.4359961505797276
ACO2	2.4150066666666667	-0.17077901253693753	-0.33668100587402167
ACOD1	-2.272808333333323	-0.13126341944379358	-1.1029308779463274
ACOT1	9.441758333333333	-1.2234647366710205	1.0712872344848765
ACOT11	-9.971125000000015	-0.8609881119895623	-0.8893440852181203
ACOT12	2.701066666666666	-0.9635999886356119	-0.3207247037478088
ACOT13	-27.355500000000006	-0.43671142158282483	-1.4218850200300093
ACOT2	-4.569691666666664	-0.9969383037839116	-1.3002844112330234
ACOT4	5.863291666666662	1.0001202057013312	-0.5846328869217607
ACOT6	-3.7764666666666677	-0.057697659974438695	-0.6130209774272801
ACOT7	-1.9652100000000008	0.9727480785567911	-0.15634682967190028
ACOT8	-9.5011225	0.25419081856133385	-0.3145668105189936
ACOT9	5.080300000000001	-0.4931218855368304	-1.0522502488117678
ACOX1	-0.9586833333333331	0.3166028055665068	-0.7436401675837888
ACOX2	6.201991666666665	-0.09354269434925339	-0.8992233436812573
ACOX3	3.8606316666666647	-0.3026645885898301	0.28489734059620975
ACOXL	-27.012258333333335	-0.9926590356082919	-0.08666215844675385
ACP1	-6.149658333333331	-0.11901620549383943	-0.28081311609305887
ACP2	-5.992310833333335	0.48460443104303697	0.08404274535426973
ACP3	-3.786930833333333	1.1005872481157135	-1.1738803900435018
ACP4	-30.76262333333334	1.0191382449639426	3.2398081541917825
ACP5	-3.7513666666666694	-0.4534856480242491	-0.16196871355729542
ACP6	-7.212513333333334	0.8281715636975682	-1.0193944509542472
ACP7	-6.019641666666665	-0.27157066156353876	-0.5516536391169619
ACR	-8.655116666666672	-0.5246005556325856	0.5398845321345588
ACRBP	-0.7982249999999986	0.26216680049635654	0.5200130769327621
ACRV1	3.1636849999999974	-0.4944365840890893	0.790254529453892
ACSBG1	-0.6261749999999964	0.19579235259692113	-0.7999692746097445
ACSBG2	-94.51658333333336	-0.22281737843443045	-0.19979190508335384
ACSF2	0.9970033333333337	0.5404799484957737	0.25603948579112956
ACSF3	-2.7452249999999996	-0.268689081961942	0.2490399187997148
ACSL1	-0.5649499999999996	0.4161879289897729	-1.0370357884952772
ACSL3	-5.357191666666667	-0.007509282294615204	-0.9900071364076
ACSL4	-7.985891666666667	0.24931793152403672	-0.9072776976584861
ACSL5	5.077575000000003	-0.4487417606043103	-0.15881285051319102
ACSL6	4.614733333333334	0.6041379509083243	-0.9908195731419979
ACSM1	-3.870083333333337	0.5945770085686511	-0.9149362113569334
ACSM2A	-9.84034166666666	-0.748246276042589	-0.517451986967614
ACSM2B	-4.321941666666671	-0.6503065659724283	0.738110823237796
ACSM3	9.356633333333335	-0.7330575495836344	-0.8771862333645456
ACSM4	-3.6789749999999977	-1.3100825092417065	-0.7393640852137178
ACSM5	1.6356416666666718	-0.5653099618126648	-1.2771755081762326
ACSM6	-1.564591666666665	-0.04030422198244446	-1.314623710220523
ACSS1	4.6052	0.2861430906938458	-0.4224660957200993
ACSS2	-0.8492416666666642	0.4090920283148783	-1.25320554683871
ACSS3	4.2013124999999985	1.5308033526904943	0.45833498218451457
ACTA1	-11.487875000000003	0.4393424876215818	-0.3927332379315454
ACTA2	3.413529166666665	1.9744502554327512	-0.9737449421830275
ACTB	-7.273541666666663	0.7928993626209521	1.318605090544738
ACTBL2	3.426383333333334	-0.12790559540243374	-0.1252572356650901
ACTC1	-0.2268250000000016	-0.9086622615672024	0.741576993413329
ACTG1	-7.137022499999997	1.815283472751643	1.4478177087063104
ACTG2	-0.4685750000000013	0.354029723358203	-0.25907720408250756
ACTL10	7.222538333333334	0.8056443549245976	-0.7022092051073172
ACTL6A	3.496019999999998	-0.33864511695726635	-0.11692602405290019
ACTL6B	-3.559025000000002	0.3039765059901011	1.0263747576200513
ACTL7A	3.2869333333333373	-0.6976995086433314	-0.8716801528506722
ACTL7B	0.3196833333333302	0.6352612071101634	-0.5658301085722329
ACTL8	-59.9615	0.017263777633602546	-0.43217166957263337
ACTL9	-86.28599166666666	-0.5975041911735267	1.9417567926207226
ACTMAP	-0.7718791666666682	0.3218794958947318	-0.881143363367534
ACTN1	3.5401333333333334	-0.27551039013274653	-0.48912237247643336
ACTN2	-5.707316666666671	-0.9263494461246319	-1.4302544728199245
ACTN3	-3.6615	-0.44723494996403645	-0.290935539409361
ACTN4	-3.3841583333333354	-1.1661322845635604	-0.48521951418204684
ACTR10	-1.3871108333333328	-0.3278061467128245	-0.815301478163156
ACTR1A	6.103378333333334	0.796327958294834	-1.1584870266160432
ACTR1B	2.2746666666666684	1.009001971759586	0.12308645893063344
ACTR2	-9.767783333333334	0.16600323566541217	-0.58840677053225
ACTR3	3.0242875000000016	0.6614148695938202	-0.7737041017746938
ACTR3B	0.4548833333333313	-0.08458514171178183	0.2404909125450275
ACTR3C	-9.047133333333335	-0.2806830765796343	-1.3008555702975224
ACTR5	-0.2947333333333333	0.5446676419181693	-1.0951268858753154
ACTR6	-6.752297500000001	1.1307231011187153	-0.33713397889242386
ACTR8	3.1499383333333313	0.39680505922693726	-1.1908035761643452
ACTRT1	-6.604966666666662	-0.7387942548477778	-0.5620938083111078
ACTRT2	-82.42575833333333	-0.006955784960741208	1.335442049658008
ACTRT3	-6.924366666666657	-1.1602949957456314	-0.6651940460315772
ACVR1	2.4678583333333393	-1.2115654457666185	0.24249284039315147
ACVR1B	-0.6869416666666623	-0.9830096600148358	-0.03680163662008101
ACVR1C	2.8698000000000015	0.11393913944346504	-1.4504963533321256
ACVR2A	0.8122499999999988	-0.3472306756614779	-0.998076924391744
ACVR2B	2.8435083333333324	1.24508319236186	-0.952823123349656
ACVRL1	-4.107241666666667	-0.004374481186547711	-0.883044138256329
ACY1	-4.01656333333333	0.6685538628466973	-1.390503927201473
ACY3	-2.252050000000004	-0.06957602495160228	0.9250705181216946
ACYP1	3.234100000000012	-0.24722021224059826	-0.6995444561995471
ACYP2	32.63919999999999	-0.8619535680104746	0.9941818753480566
ADA	-0.7274166666666702	-0.5216133489193354	0.500252991449034
ADA2	3.4356916666666706	0.24935990676833625	0.5764818094648697
ADAD1	-2.607283333333328	-0.5106056757159808	-1.1510735707622268
ADAD2	-0.9158524999999997	0.3272235038509329	-1.104734908592678
ADAL	7.160183333333334	0.07765983489029518	-0.49634888373130376
ADAM10	5.061185833333333	1.6923641187009058	-0.18501627709934973
ADAM11	0.2850883333333325	0.5922711351205525	-0.2858341668263038
ADAM12	-3.115316666666665	-0.8996991455433246	-0.7070533639171587
ADAM15	-2.2799899999999997	1.0237178820719979	0.5781095016143792
ADAM17	1.9409033333333348	0.5730915800926758	-0.23753476842222232
ADAM18	-9.021	-0.8808791303758204	-0.7095694237146891
ADAM19	9.909341666666666	-0.6841488683514727	-0.534680033063194
ADAM2	1.2532366666666679	1.1045215561908204	0.8019479898371177
ADAM20	9.198158333333339	-1.0278764630087418	-1.505242414189351
ADAM21	15.872150000000001	0.11150605591718801	-0.4396924233603133
ADAM22	1.2580333333333353	0.05359066465546917	-0.031046942830374905
ADAM23	-0.2524799999999985	0.49755489323699426	-0.7973218173427851
ADAM28	-21.932675000000003	-0.1577432493465262	-1.1250542182441976
ADAM29	4.506600000000002	0.9229200173832843	-0.7223320150910456
ADAM30	5.276433333333333	0.18588363160211063	-0.24965138633884115
ADAM32	-17.34725833333333	-1.0897339904587198	-0.20762611388367797
ADAM33	-6.2187325000000016	-0.2234021899111061	0.7155965004983845
ADAM7	7.837508333333336	-0.5385644007672032	0.1304022754525359
ADAM8	-1.7747266666666643	1.8990771510650015	1.4215364758953162
ADAM9	6.5676583333333305	-1.5475240938624841	-0.5892759316842707
ADAMDEC1	-23.436366666666686	-0.8451342990632662	-0.9222887959518464
ADAMTS1	3.3540500000000044	-0.753499569888551	-0.46325239152746095
ADAMTS10	5.969475000000003	-0.026230628245548754	-0.7713471035009567
ADAMTS12	7.408341666666669	0.039532248563787356	-1.2273117895759618
ADAMTS13	-2.2511583333333363	-0.07970138862769427	-0.5835746179538089
ADAMTS14	-2.52515	0.41933668168290905	-0.1437972073125893
ADAMTS15	0.5304449999999967	1.4111301397835234	-0.05426523626674534
ADAMTS16	-14.026975000000007	-0.38939531448463516	-1.354897773938725
ADAMTS17	-5.646975000000001	-0.4967990967650737	-0.9400501380715673
ADAMTS18	-7.78510833333333	-0.9323189025979925	-1.1747915636481117
ADAMTS19	0.12680666666666696	-0.008905214550460732	1.0159087115335592
ADAMTS2	-55.06758333333329	0.12013904480933986	-0.23415105184406637
ADAMTS20	-1.7927416666666645	-0.16324768930643319	-0.6189359776729214
ADAMTS3	6.257858333333331	0.048392608681400655	-0.8077701162065399
ADAMTS4	2.8869999999999987	0.515772227521349	-0.5766255713399865
ADAMTS5	0.498783333333332	-0.13568583235349455	1.3977064395407948
ADAMTS6	5.950774999999993	0.4379886349091454	-1.1916166248894329
ADAMTS7	-2.341098333333333	0.5209106848373456	0.21275678396503034
ADAMTS8	4.941424999999999	-0.8968040540267368	-0.5341564215529412
ADAMTS9	5.985916666666668	-0.6643413820654414	-1.264482910933554
ADAMTSL1	13.926333333333336	-1.177664764840923	-0.9658175963207508
ADAMTSL2	-1.5793141666666681	0.7866831952463503	0.10609520302375709
ADAMTSL3	4.057741666666669	0.581030492377887	0.03966277319287962
ADAMTSL4	-1.3450333333333333	0.6534391104304647	0.34094826345096585
ADAMTSL5	-18.267799999999994	2.3980249944500223	0.2692987598036071
ADAP1	-7.776541666666667	0.6367646892698943	0.7465166830415374
ADAP2	0.18992833333333436	0.3383921850243087	-0.6538025847067467
ADAR	5.630448333333332	-0.1475504245346659	0.42934000175682824
ADARB1	2.1768333333333345	-0.3291723852850872	0.020721516574883768
ADARB2	-4.463950000000004	-0.17312348119356682	1.0218428982806824
ADAT1	-25.798091666666664	-0.3724513094055536	-0.8564035115206894
ADAT2	10.065825000000002	0.0906181038515019	-0.492568173075732
ADAT3	-10.066566666666667	-0.08256887562978392	0.6016033971848257
ADCK1	1.7437833333333366	-0.8631664095608742	0.965275785117887
ADCK2	-6.878941666666666	-0.5798847051590177	-0.5599610623192816
ADCK5	-0.38382500000000164	1.0401647581263715	1.0251201919846293
ADCY1	2.1209750000000014	0.6119735157408368	-0.026743072630204423
ADCY10	-4.817249999999973	-0.031435856393478456	-0.6092761455104303
ADCY2	-5.258166666666664	0.016507287798248633	1.8476930575036117
ADCY3	-6.020975	0.9318583428277714	-0.2185268400667524
ADCY4	-3.5384166666666665	-1.0657757750120989	-0.32130681433040725
ADCY5	1.9360591666666664	-0.09383991336744828	-0.24764412063561808
ADCY6	-1.0315225000000012	1.2431711051710093	-1.3584131797795669
ADCY7	0.6659308333333342	-0.05815008343158445	-0.5919331871729574
ADCY8	3.1818500000000007	0.30486051896023214	-0.8434231999975481
ADCY9	-4.726633333333332	0.1714600008520019	-0.23388687434761496
ADCYAP1	-2.60274583333333	1.2842617040529216	-1.3092509565776547
ADCYAP1R1	0.10861666666666636	0.315722661184773	-1.5057985888540142
ADD1	-3.494416666666666	-0.7658041823349839	-0.856711164434271
ADD2	0.32096250000000026	0.37545539326318944	-1.1577322144601438
ADD3	5.200746666666669	-0.2764224052604583	1.5446414241809572
ADGB	19.552975000000004	-0.4396468893429752	-0.8566660805608532
ADGRA1	2.7341566666666672	1.3509326144220437	1.0184162187585735
ADGRA2	-4.8129083333333345	1.0792252287183737	1.328766578467495
ADGRA3	4.9971250000000005	-0.024792254349438228	-1.6021183102770022
ADGRB1	-14.305591666666668	1.329145684034061	0.25309662570772967
ADGRB2	3.3889175	-0.4926185394297648	-0.4439522608802917
ADGRB3	1.1564224999999997	0.24380382877674966	-0.3647930520941974
ADGRD1	5.615750000000002	-0.6599756370842457	0.1595808673474726
ADGRD2	-8.429416666666665	0.010913822426816312	0.4902580552908711
ADGRE1	-131.738	-0.4825681917237793	-0.506097103713213
ADGRE2	-95.30799999999999	-1.126615775991518	-0.5389471383010843
ADGRE3	-163.22525000000002	-0.940953227236935	-0.7391277563555241
ADGRE5	-15.574184999999996	0.9706450570087451	0.033141794634278916
ADGRF1	7.575541666666666	-0.23164320691881982	0.1276222282632056
ADGRF3	1.3558999999999983	0.09041832497939462	-1.3239446793560035
ADGRF4	7.773866666666667	0.9305347620440886	-0.7804196457959279
ADGRF5	4.993108333333332	0.2270733569478086	-0.1273754243832049
ADGRG1	-5.701139999999997	2.568867070306675	0.4322749622459186
ADGRG2	2.673028333333333	0.8077458799751326	-0.4632960763052177
ADGRG3	-9.0823	0.6200262375907849	0.867351079773115
ADGRG4	1.1836666666666709	-0.3286564250337299	-1.0586542523737277
ADGRG5	-9.925708333333333	-0.915320551275782	-0.8821764327666666
ADGRG6	-8.658416666666668	-0.5648934061100627	-0.48302806901775724
ADGRG7	-0.16944166666666405	-1.0717818408465396	-1.398063916882155
ADGRL1	-2.5854691666666696	0.35333319335660524	0.026781421585688504
ADGRL2	2.316625	1.4768282803053752	0.609575096392041
ADGRL3	4.612866666666669	-0.40366028202098775	0.25077192433437034
ADGRL4	7.319766666666666	0.32363307975150457	0.747256004576458
ADGRV1	-13.63239999999999	0.7240559163511835	-0.1504005172422982
ADH1A	-10.1760875	1.0442020570650143	0.8082315077246099
ADH1B	5.707749999999997	0.11696127463857312	-1.1997759821152183
ADH1C	4.105291666666668	0.8251855102145857	-0.6807134350707242
ADH4	39.165333333333336	-0.5775737766519307	-1.262984671105519
ADH5	7.674200833333334	1.1803143461369148	-1.001736335012396
ADH6	2.090299999999999	1.2638861854968875	0.6878809465986901
ADH7	-3.1051416666666682	-0.5029022645914509	-1.1881340292756257
ADHFE1	-2.2718766666666657	0.3685932663783941	0.7911778875808422
ADI1	2.2485	-0.3661119710736475	-0.26338457213163674
ADIG	5.811016666666671	0.04238040528615051	0.24385838604222906
ADIPOQ	-5.618589166666666	0.6576019800171071	-0.8983558424743097
ADIPOR1	0.8593449999999976	0.7176343932181215	0.062249519231209756
ADIPOR2	1.0705500000000043	-0.8277496640294273	-1.3621021410961005
ADIRF	-1.904516666666666	-0.05817872956029753	-1.0212945628825223
ADISSP	-5.41967	0.9584685338721199	0.02266700726852273
ADK	-0.5417549999999984	1.5753963142928946	-0.38857760582061024
ADM	4.831400000000002	0.03054900514512935	0.0050254256923546355
ADM2	-1.0838	1.3806938789868823	1.2952683193107917
ADM5	1.0581391666666669	0.7450790306141247	-0.6732557230014959
ADNP	-5.596675000000005	-0.05105053345193993	-1.2346206228862378
ADNP2	-18.533791666666666	0.9463518407068764	-1.0984072111220509
ADO	3.4675174999999996	0.9617980295987838	0.021322519092147194
ADORA1	0.20145916666666253	1.855729781689826	-0.8857311006126352
ADORA2A	1.0226475000000015	0.7525732094987344	-0.0766164796661619
ADORA2B	0.544783333333335	0.7330685736127521	-0.4918225644546556
ADORA3	5.135208333333331	1.339792340591845	-0.23668226405555381
ADPGK	-0.3098158333333316	2.041181321300692	-1.5802050721186123
ADPRH	-8.825866666666663	-1.3387190751946736	-0.6402699573229875
ADPRHL1	0.6084241666666657	0.8773446925647833	0.037720671567756305
ADPRM	-2.7239950000000004	-0.46078404414916113	-1.3136479939524113
ADPRS	3.2201674999999987	-0.06805534002104581	0.18162214544774527
ADRA1A	3.981358333333336	0.30965307703596373	-0.595523745900205
ADRA1B	1.389091666666669	0.3945199661652441	1.2300097075404015
ADRA1D	-0.3517824999999988	0.7342049998703488	-0.5041797439519229
ADRA2A	-13.205300000000001	0.6517938148871332	0.4666144765730579
ADRA2B	-26.252699999999997	1.5908464781898788	-0.4143439849159527
ADRA2C	2.9593233333333337	3.3871670189663705	0.48384217578073097
ADRB1	-1.8953750000000014	0.6731754927514211	-0.6739853146387472
ADRB2	-2.0830408333333335	0.6204957429806207	-0.49979436759241985
ADRB3	5.806508333333337	-0.2925406537711954	-0.3905238508788462
ADRM1	-9.780864166666664	0.4271563093173347	-0.19005998231633453
ADSL	9.58694	-0.11702643164075817	-0.02633816620698893
ADSS1	-5.341694999999998	1.9214383552897643	0.6219230060924236
ADSS2	3.3514250000000025	0.3894968650207329	-0.7613402419269315
ADTRP	-11.19983333333333	-0.5967960853747167	-0.3500053713460279
AEBP1	-2.6947616666666683	0.38848837655480795	-0.3770999859279342
AEBP2	-7.910791666666668	-0.33566243814561453	-0.23941059984619528
AEN	-0.8205641666666654	1.922161045526628	0.03175057270635282
AFAP1	-3.606083333333334	0.12043379947283693	-0.7913119524286486
AFAP1L1	-0.6576833333333347	-0.2600921668566881	-0.43048261200066246
AFAP1L2	-13.489233333333345	-0.4164517136454659	-1.4041465214817375
AFDN	3.9977300000000007	0.20868204113050595	-1.0987945783934656
AFF1	1.1588433333333334	0.058368717984225084	-0.7083115574439367
AFF2	1.5076433333333323	0.5489333545507319	-0.11545596997258989
AFF3	-6.009216666666671	0.5018049481141578	-0.31272613415894435
AFF4	5.5336275	0.9508089347479515	0.900847768959951
AFG1L	-3.949875000000006	-0.22643302635589166	-1.0085569820069322
AFG2A	7.574721666666667	0.9780566907825902	-1.2091529515306652
AFG2B	2.886025000000002	0.8418917976620889	-0.5409248833549307
AFG3L2	-5.4011416666666605	-0.11468991546817627	-0.9147557357007127
AFM	5.478208333333331	0.1409754866063736	-0.2107841107946159
AFMID	-2.8834916666666714	0.5338378217043509	-0.8354879853447335
